date(YYYY-MM-DD), time(UTC), lat(deg), lon(deg), scene_id, cldc, tau_liq, tau_ice, tile number, grid_latt and grid_lont index 1, grid_latt and grid_lont index 2,INVALID
2016-08-01, 06:00:00, -17.46, 9.01, 100, 0.66, 1.62, 0.00, 1, 960, 2133,8
2016-08-01, 06:00:00, 23.95, 318.75, 100, 0.63, 1.02, 0.00, 1, 2415, 525,8
2016-08-01, 06:00:00, 23.38, 317.33, 100, 0.63, 1.51, 0.00, 1, 2406, 474,8
2016-08-01, 06:00:00, -28.89, 275.35, 100, 0.65, 1.29, 0.00, 5, 2015, 2496,8
2016-08-01, 06:00:00, 32.36, 210.29, 100, 0.69, 1.33, 0.00, 4, 2884, 211,8
2016-08-01, 06:00:00, 11.82, 54.24, 100, 0.69, 1.34, 0.00, 2, 1943, 716,8
2016-08-01, 06:00:00, -6.97, 352.22, 100, 0.64, 1.70, 0.00, 1, 1321, 1605,8
2016-08-01, 06:00:00, -23.97, 75.25, 100, 0.66, 1.19, 0.00, 2, 774, 1390,8
2016-08-01, 06:00:00, -1.79, 325.37, 100, 0.68, 2.17, 0.00, 1, 1476, 754,8
2016-08-01, 06:00:00, 32.00, 209.93, 100, 0.64, 1.61, 0.00, 4, 2870, 232,8
2016-08-01, 06:00:00, -23.15, 246.79, 101, 0.61, 4.70, 0.00, 5, 1126, 2288,8
2016-08-01, 06:00:00, 37.66, 304.80, 101, 0.63, 3.20, 0.00, 3, 2975, 106,8
2016-08-01, 06:00:00, 36.12, 209.59, 101, 0.61, 2.85, 0.00, 4, 2857, 64,8
2016-08-01, 06:00:00, 34.44, 207.13, 101, 0.60, 3.17, 0.00, 4, 2763, 173,8
2016-08-01, 06:00:00, -16.82, 256.74, 101, 0.63, 2.58, 0.00, 5, 1436, 2063,8
2016-08-01, 06:00:00, 17.87, 211.03, 101, 0.66, 4.46, 0.00, 4, 2913, 804,8
2016-08-01, 06:00:00, 38.49, 319.97, 101, 0.70, 4.57, 0.00, 1, 2974, 568,8
2016-08-01, 06:00:00, -2.84, 250.80, 101, 0.69, 3.48, 0.00, 5, 1252, 1625,8
2016-08-01, 06:00:00, -7.74, 177.91, 101, 0.66, 3.17, 0.00, 4, 1781, 1778,8
2016-08-01, 06:00:00, 57.69, 298.64, 101, 0.70, 3.49, 0.00, 3, 2375, 857,8
2016-08-01, 06:00:00, 40.43, 226.40, 102, 0.60, 5.53, 0.00, 3, 3046, 2611,8
2016-08-01, 06:00:00, -43.46, 220.48, 102, 0.68, 5.36, 0.00, 6, 430, 233,8
2016-08-01, 06:00:00, 37.26, 213.45, 102, 0.68, 7.17, 0.00, 3, 2956, 3018,8
2016-08-01, 06:00:00, -25.66, 76.90, 102, 0.64, 5.32, 0.00, 2, 718, 1441,8
2016-08-01, 06:00:00, -9.34, 274.66, 102, 0.68, 6.87, 0.00, 5, 1993, 1835,8
2016-08-01, 06:00:00, 16.62, 205.68, 102, 0.68, 6.31, 0.00, 4, 2709, 902,8
2016-08-01, 06:00:00, 46.12, 227.67, 102, 0.70, 7.14, 0.00, 3, 2838, 2407,8
2016-08-01, 06:00:00, -22.39, 104.90, 102, 0.61, 5.78, 0.00, 2, 761, 2328,8
2016-08-01, 06:00:00, 17.95, 201.70, 102, 0.68, 5.35, 0.00, 4, 2564, 880,8
2016-08-01, 06:00:00, -9.37, 211.28, 102, 0.63, 5.57, 0.00, 4, 2923, 1921,8
2016-08-01, 06:00:00, -21.19, 331.14, 103, 0.62, 7.84, 0.00, 1, 833, 945,8
2016-08-01, 06:00:00, -44.54, 224.18, 103, 0.62, 8.52, 0.00, 6, 543, 220,8
2016-08-01, 06:00:00, -3.26, 348.43, 103, 0.66, 9.82, 0.00, 1, 1436, 1488,8
2016-08-01, 06:00:00, -22.99, 68.88, 103, 0.66, 7.54, 0.00, 2, 796, 1192,8
2016-08-01, 06:00:00, -44.59, 328.98, 103, 0.67, 8.99, 0.00, 6, 3009, 908,8
2016-08-01, 06:00:00, -19.76, 106.37, 103, 0.63, 9.43, 0.00, 2, 847, 2378,8
2016-08-01, 06:00:00, 51.45, 315.47, 103, 0.66, 8.08, 0.00, 3, 2308, 452,8
2016-08-01, 06:00:00, -11.34, 351.28, 103, 0.66, 8.94, 0.00, 1, 1185, 1576,8
2016-08-01, 06:00:00, 35.73, 344.25, 103, 0.61, 7.79, 0.00, 1, 2716, 1359,8
2016-08-01, 06:00:00, -9.76, 96.91, 103, 0.63, 8.73, 0.00, 2, 1221, 2065,8
2016-08-01, 06:00:00, 19.41, 312.93, 104, 0.68, 10.34, 0.00, 1, 2292, 312,8
2016-08-01, 06:00:00, -1.17, 207.81, 104, 0.64, 11.26, 0.00, 4, 2789, 1582,8
2016-08-01, 06:00:00, -19.17, 2.89, 104, 0.69, 11.87, 0.00, 1, 920, 1937,8
2016-08-01, 06:00:00, 19.69, 323.72, 104, 0.65, 12.42, 0.00, 1, 2223, 698,8
2016-08-01, 06:00:00, -34.49, 34.96, 104, 0.63, 11.45, 0.00, 1, 35, 3071,8
2016-08-01, 06:00:00, 40.31, 212.77, 104, 0.60, 11.21, 0.00, 3, 2822, 2907,8
2016-08-01, 06:00:00, 36.51, 142.78, 104, 0.66, 10.38, 0.00, 4, 666, 209,8
2016-08-01, 06:00:00, 36.66, 229.57, 104, 0.61, 10.34, 0.00, 5, 554, 169,8
2016-08-01, 06:00:00, 33.04, 214.30, 104, 0.65, 12.44, 0.00, 4, 3044, 111,8
2016-08-01, 06:00:00, -35.54, 162.22, 104, 0.68, 10.63, 0.00, 4, 1296, 2713,8
2016-08-01, 06:00:00, 35.73, 214.02, 105, 0.64, 14.23, 0.00, 3, 3032, 3072,8
2016-08-01, 06:00:00, -25.04, 341.41, 105, 0.60, 14.80, 0.00, 1, 732, 1271,8
2016-08-01, 06:00:00, -9.13, 93.72, 105, 0.64, 14.99, 0.00, 2, 1246, 1963,8
2016-08-01, 06:00:00, 41.82, 227.69, 105, 0.62, 14.45, 0.00, 3, 3006, 2534,8
2016-08-01, 06:00:00, 37.76, 304.19, 105, 0.65, 14.98, 0.00, 3, 2983, 122,8
2016-08-01, 06:00:00, 22.63, 226.44, 105, 0.60, 12.62, 0.00, 5, 442, 688,8
2016-08-01, 06:00:00, -6.62, 343.57, 105, 0.63, 13.63, 0.00, 1, 1331, 1338,8
2016-08-01, 06:00:00, -7.25, 46.66, 105, 0.61, 13.75, 0.00, 2, 1269, 450,8
2016-08-01, 06:00:00, 46.98, 226.18, 105, 0.70, 13.98, 0.00, 3, 2788, 2415,8
2016-08-01, 06:00:00, -44.16, 220.89, 105, 0.67, 13.05, 0.00, 6, 462, 253,8
2016-08-01, 06:00:00, 37.61, 228.05, 106, 0.65, 16.54, 0.00, 5, 500, 112,8
2016-08-01, 06:00:00, -23.27, 247.14, 106, 0.69, 16.47, 0.00, 5, 1137, 2291,8
2016-08-01, 06:00:00, -38.22, 208.52, 106, 0.64, 15.69, 0.00, 6, 8, 264,8
2016-08-01, 06:00:00, 39.84, 325.60, 106, 0.62, 15.79, 0.00, 1, 2971, 762,8
2016-08-01, 06:00:00, -2.04, 202.37, 106, 0.68, 15.67, 0.00, 4, 2588, 1611,8
2016-08-01, 06:00:00, -1.51, 324.21, 106, 0.70, 16.93, 0.00, 1, 1485, 715,8
2016-08-01, 06:00:00, 25.05, 220.83, 106, 0.60, 17.18, 0.00, 5, 232, 531,8
2016-08-01, 06:00:00, -30.47, 58.00, 106, 0.63, 16.57, 0.00, 2, 484, 842,8
2016-08-01, 06:00:00, -10.33, 240.86, 106, 0.68, 17.23, 0.00, 5, 936, 1875,8
2016-08-01, 06:00:00, 18.61, 310.64, 106, 0.68, 16.45, 0.00, 1, 2282, 225,8
2016-08-01, 06:00:00, -30.48, 168.56, 107, 0.65, 17.92, 0.00, 4, 1492, 2521,8
2016-08-01, 06:00:00, 27.22, 327.28, 107, 0.62, 17.97, 0.00, 1, 2474, 818,8
2016-08-01, 06:00:00, -16.06, 358.46, 107, 0.63, 19.29, 0.00, 1, 1030, 1798,8
2016-08-01, 06:00:00, -18.64, 3.53, 107, 0.62, 19.03, 0.00, 1, 936, 1957,8
2016-08-01, 06:00:00, -30.82, 50.36, 107, 0.62, 17.57, 0.00, 2, 409, 582,8
2016-08-01, 06:00:00, -8.78, 208.18, 107, 0.66, 19.44, 0.00, 4, 2803, 1881,8
2016-08-01, 06:00:00, -48.15, 120.60, 107, 0.62, 18.06, 0.00, 6, 561, 2655,8
2016-08-01, 06:00:00, -15.09, 279.97, 107, 0.66, 18.70, 0.00, 5, 2164, 2036,8
2016-08-01, 06:00:00, -14.15, 200.97, 107, 0.69, 19.13, 0.00, 4, 2538, 2048,8
2016-08-01, 06:00:00, -18.50, 229.40, 107, 0.63, 17.56, 0.00, 5, 548, 2206,8
2016-08-01, 06:00:00, 16.49, 308.26, 108, 0.62, 23.10, 0.00, 1, 2219, 132,8
2016-08-01, 06:00:00, 28.31, 221.56, 108, 0.65, 23.50, 0.00, 5, 260, 407,8
2016-08-01, 06:00:00, -22.43, 276.20, 108, 0.68, 24.26, 0.00, 5, 2042, 2273,8
2016-08-01, 06:00:00, -13.07, 143.86, 108, 0.68, 21.38, 0.00, 4, 703, 1988,8
2016-08-01, 06:00:00, 40.33, 287.10, 108, 0.69, 23.38, 0.00, 5, 2403, 56,8
2016-08-01, 06:00:00, 31.05, 215.26, 108, 0.64, 21.21, 0.00, 5, 11, 189,8
2016-08-01, 06:00:00, 59.58, 358.92, 108, 0.63, 24.05, 0.00, 3, 1376, 565,8
2016-08-01, 06:00:00, 29.44, 223.46, 108, 0.64, 23.61, 0.00, 5, 332, 386,8
2016-08-01, 06:00:00, 35.27, 228.19, 108, 0.68, 20.30, 0.00, 5, 505, 209,8
2016-08-01, 06:00:00, -10.76, 223.06, 108, 0.60, 23.17, 0.00, 5, 317, 1952,8
2016-08-01, 06:00:00, 27.60, 222.87, 109, 0.67, 28.36, 0.00, 5, 310, 453,8
2016-08-01, 06:00:00, -9.93, 334.84, 109, 0.68, 26.14, 0.00, 1, 1218, 1064,8
2016-08-01, 06:00:00, -14.77, 277.04, 109, 0.63, 25.01, 0.00, 5, 2069, 2017,8
2016-08-01, 06:00:00, -21.65, 327.85, 109, 0.61, 26.80, 0.00, 1, 802, 837,8
2016-08-01, 06:00:00, 26.36, 222.29, 109, 0.62, 26.14, 0.00, 5, 288, 496,8
2016-08-01, 06:00:00, -4.13, 192.27, 109, 0.69, 28.45, 0.00, 4, 2240, 1674,8
2016-08-01, 06:00:00, 17.20, 299.98, 109, 0.67, 27.35, 0.00, 5, 2872, 842,8
2016-08-01, 06:00:00, -21.42, 101.55, 109, 0.61, 29.49, 0.00, 2, 813, 2216,8
2016-08-01, 06:00:00, -27.14, 1.59, 109, 0.62, 29.57, 0.00, 1, 652, 1896,8
2016-08-01, 06:00:00, -7.53, 351.35, 109, 0.68, 25.43, 0.00, 1, 1304, 1578,8
2016-08-01, 06:00:00, -24.26, 64.09, 110, 0.62, 32.03, 0.00, 2, 738, 1040,8
2016-08-01, 06:00:00, -24.63, 339.24, 110, 0.66, 31.79, 0.00, 1, 741, 1203,8
2016-08-01, 06:00:00, 44.96, 227.41, 110, 0.64, 34.36, 0.00, 3, 2879, 2446,8
2016-08-01, 06:00:00, -17.35, 324.39, 110, 0.70, 35.81, 0.00, 1, 937, 721,8
2016-08-01, 06:00:00, -31.55, 37.13, 110, 0.67, 35.42, 0.00, 2, 202, 87,8
2016-08-01, 06:00:00, -32.31, 260.54, 110, 0.64, 37.17, 0.00, 5, 1553, 2586,8
2016-08-01, 06:00:00, -10.42, 254.09, 110, 0.66, 30.60, 0.00, 5, 1354, 1861,8
2016-08-01, 06:00:00, 37.08, 142.46, 110, 0.63, 37.87, 0.00, 4, 655, 183,8
2016-08-01, 06:00:00, -32.74, 44.48, 110, 0.65, 30.89, 0.00, 2, 265, 370,8
2016-08-01, 06:00:00, -8.90, 252.38, 110, 0.65, 34.27, 0.00, 5, 1301, 1814,8
2016-08-01, 06:00:00, 25.03, 223.78, 111, 0.65, 46.83, 0.00, 5, 344, 567,8
2016-08-01, 06:00:00, -11.46, 152.90, 111, 0.69, 42.19, 0.00, 4, 1002, 1908,8
2016-08-01, 06:00:00, -15.71, 328.82, 111, 0.68, 49.30, 0.00, 1, 1012, 869,8
2016-08-01, 06:00:00, 44.89, 227.27, 111, 0.67, 47.51, 0.00, 3, 2880, 2451,8
2016-08-01, 06:00:00, -32.93, 43.19, 111, 0.68, 43.01, 0.00, 2, 240, 322,8
2016-08-01, 06:00:00, -26.02, 80.89, 111, 0.63, 44.53, 0.00, 2, 707, 1564,8
2016-08-01, 06:00:00, -35.28, 36.83, 111, 0.67, 40.98, 0.00, 2, 36, 75,8
2016-08-01, 06:00:00, 41.76, 3.78, 111, 0.62, 49.73, 0.00, 1, 2975, 1965,8
2016-08-01, 06:00:00, -27.95, 244.49, 111, 0.60, 46.11, 0.00, 5, 1053, 2463,8
2016-08-01, 06:00:00, -15.07, 327.94, 111, 0.61, 44.19, 0.00, 1, 1031, 840,8
2016-08-01, 06:00:00, -3.82, 323.66, 112, 0.70, 108.88, 0.00, 1, 1405, 696,8
2016-08-01, 06:00:00, -31.17, 45.10, 112, 0.68, 128.06, 0.00, 2, 337, 393,8
2016-08-01, 06:00:00, -26.66, 80.02, 112, 0.65, 116.40, 0.00, 2, 685, 1537,8
2016-08-01, 06:00:00, 2.51, 263.33, 112, 0.67, 93.05, 0.00, 5, 1639, 1459,8
2016-08-01, 06:00:00, 30.70, 137.60, 112, 0.66, 50.39, 0.00, 4, 484, 385,8
2016-08-01, 06:00:00, 24.70, 322.03, 112, 0.62, 79.90, 0.00, 1, 2417, 640,8
2016-08-01, 06:00:00, -31.87, 253.47, 112, 0.64, 63.62, 0.00, 5, 1335, 2576,8
2016-08-01, 06:00:00, -27.01, 78.49, 112, 0.69, 174.12, 0.00, 2, 673, 1490,8
2016-08-01, 06:00:00, 22.93, 209.20, 112, 0.60, 52.48, 0.00, 4, 2842, 617,8
2016-08-01, 06:00:00, -26.43, 2.58, 112, 0.69, 51.71, 0.00, 1, 674, 1927,8
2016-08-01, 06:00:00, 26.68, 215.50, 113, 0.79, 0.60, 0.00, 5, 21, 383,8
2016-08-01, 06:00:00, 16.64, 314.67, 113, 0.70, 0.18, 0.00, 1, 2169, 377,8
2016-08-01, 06:00:00, -39.64, 160.48, 113, 0.75, 0.08, 0.00, 4, 1242, 2874,8
2016-08-01, 06:00:00, 62.16, 332.21, 113, 0.75, 0.30, 0.00, 3, 1820, 684,8
2016-08-01, 06:00:00, 1.24, 163.99, 113, 0.78, 0.32, 0.00, 4, 1351, 1498,8
2016-08-01, 06:00:00, 22.77, 313.22, 113, 0.75, 0.12, 0.00, 1, 2422, 323,8
2016-08-01, 06:00:00, 17.96, 203.36, 113, 0.76, 0.14, 0.00, 4, 2624, 868,8
2016-08-01, 06:00:00, 32.41, 235.28, 113, 0.77, 0.93, 0.00, 5, 751, 391,8
2016-08-01, 06:00:00, -34.73, 32.02, 113, 0.76, 0.02, 0.00, 1, 81, 2952,8
2016-08-01, 06:00:00, -33.35, 247.14, 113, 0.71, 0.19, 0.00, 5, 1137, 2648,8
2016-08-01, 06:00:00, 36.54, 208.00, 114, 0.75, 1.48, 0.00, 4, 2796, 72,8
2016-08-01, 06:00:00, 5.92, 189.38, 114, 0.75, 1.87, 0.00, 4, 2145, 1343,8
2016-08-01, 06:00:00, -14.00, 0.96, 114, 0.73, 1.71, 0.00, 1, 1093, 1876,8
2016-08-01, 06:00:00, -25.55, 40.64, 114, 0.80, 1.71, 0.00, 2, 508, 225,8
2016-08-01, 06:00:00, -15.92, 215.87, 114, 0.80, 1.86, 0.00, 5, 36, 2220,8
2016-08-01, 06:00:00, -15.81, 163.12, 114, 0.71, 2.25, 0.00, 4, 1324, 2033,8
2016-08-01, 06:00:00, -12.66, 248.22, 114, 0.71, 1.02, 0.00, 5, 1171, 1938,8
2016-08-01, 06:00:00, 13.46, 212.99, 114, 0.75, 1.03, 0.00, 4, 2991, 969,8
2016-08-01, 06:00:00, -27.03, 249.14, 114, 0.80, 1.74, 0.00, 5, 1200, 2415,8
2016-08-01, 06:00:00, 17.97, 203.31, 114, 0.72, 1.02, 0.00, 4, 2622, 868,8
2016-08-01, 06:00:00, -11.01, 244.68, 115, 0.77, 4.07, 0.00, 5, 1059, 1890,8
2016-08-01, 06:00:00, -24.67, 12.45, 115, 0.73, 3.40, 0.00, 1, 693, 2246,8
2016-08-01, 06:00:00, 35.10, 348.56, 115, 0.75, 2.51, 0.00, 1, 2688, 1492,8
2016-08-01, 06:00:00, -27.40, 82.71, 115, 0.79, 4.58, 0.00, 2, 659, 1620,8
2016-08-01, 06:00:00, -27.45, 187.75, 115, 0.71, 2.52, 0.00, 4, 2092, 2455,8
2016-08-01, 06:00:00, -4.55, 334.65, 115, 0.72, 2.83, 0.00, 1, 1391, 1058,8
2016-08-01, 06:00:00, -24.01, 74.80, 115, 0.73, 3.01, 0.00, 2, 772, 1376,8
2016-08-01, 06:00:00, 10.44, 137.72, 115, 0.74, 2.58, 0.00, 4, 488, 1155,8
2016-08-01, 06:00:00, 28.63, 296.27, 115, 0.77, 2.82, 0.00, 5, 2731, 422,8
2016-08-01, 06:00:00, -17.85, 230.85, 115, 0.73, 3.50, 0.00, 5, 599, 2173,8
2016-08-01, 06:00:00, 2.94, 137.33, 116, 0.78, 7.20, 0.00, 4, 474, 1429,8
2016-08-01, 06:00:00, -9.57, 355.62, 116, 0.71, 6.31, 0.00, 1, 1239, 1710,8
2016-08-01, 06:00:00, -32.23, 352.48, 116, 0.72, 5.46, 0.00, 1, 489, 1613,8
2016-08-01, 06:00:00, -39.29, 36.29, 116, 0.75, 5.16, 0.00, 6, 2880, 2930,8
2016-08-01, 06:00:00, -7.55, 208.05, 116, 0.78, 5.77, 0.00, 4, 2798, 1832,8
2016-08-01, 06:00:00, 0.53, 203.64, 116, 0.77, 5.13, 0.00, 4, 2634, 1517,8
2016-08-01, 06:00:00, -22.87, 243.80, 116, 0.79, 6.61, 0.00, 5, 1031, 2288,8
2016-08-01, 06:00:00, 40.41, 340.90, 116, 0.76, 5.84, 0.00, 1, 2903, 1255,8
2016-08-01, 06:00:00, 16.99, 225.81, 116, 0.72, 5.54, 0.00, 5, 419, 899,8
2016-08-01, 06:00:00, 4.43, 309.95, 116, 0.72, 7.22, 0.00, 1, 1715, 198,8
2016-08-01, 06:00:00, 37.69, 215.15, 117, 0.76, 8.34, 0.00, 3, 2973, 2967,8
2016-08-01, 06:00:00, -8.48, 253.96, 117, 0.79, 9.63, 0.00, 5, 1350, 1800,8
2016-08-01, 06:00:00, -32.59, 9.41, 117, 0.72, 8.99, 0.00, 1, 421, 2146,8
2016-08-01, 06:00:00, -30.01, 255.28, 117, 0.70, 8.83, 0.00, 5, 1391, 2507,8
2016-08-01, 06:00:00, 18.44, 209.93, 117, 0.78, 8.04, 0.00, 4, 2870, 792,8
2016-08-01, 06:00:00, -5.91, 333.12, 117, 0.71, 7.59, 0.00, 1, 1346, 1009,8
2016-08-01, 06:00:00, -18.20, 91.56, 117, 0.78, 8.32, 0.00, 2, 955, 1895,8
2016-08-01, 06:00:00, 15.79, 322.23, 117, 0.79, 9.94, 0.00, 1, 2091, 647,8
2016-08-01, 06:00:00, -3.69, 224.05, 117, 0.79, 8.92, 0.00, 5, 354, 1677,8
2016-08-01, 06:00:00, 15.56, 308.41, 117, 0.77, 7.84, 0.00, 1, 2179, 138,8
2016-08-01, 06:00:00, 26.03, 222.74, 118, 0.71, 10.14, 0.00, 5, 305, 515,8
2016-08-01, 06:00:00, 0.76, 264.04, 118, 0.71, 11.35, 0.00, 5, 1661, 1513,8
2016-08-01, 06:00:00, 15.56, 307.46, 118, 0.80, 12.04, 0.00, 1, 2188, 100,8
2016-08-01, 06:00:00, -34.31, 164.41, 118, 0.77, 11.24, 0.00, 4, 1364, 2663,8
2016-08-01, 06:00:00, -47.97, 120.56, 118, 0.79, 10.30, 0.00, 6, 556, 2662,8
2016-08-01, 06:00:00, 26.45, 231.57, 118, 0.71, 11.99, 0.00, 5, 624, 587,8
2016-08-01, 06:00:00, -18.38, 40.80, 118, 0.78, 10.98, 0.00, 2, 802, 231,8
2016-08-01, 06:00:00, -24.12, 171.70, 118, 0.73, 11.44, 0.00, 4, 1589, 2302,8
2016-08-01, 06:00:00, 14.96, 230.71, 118, 0.78, 11.01, 0.00, 5, 594, 1004,8
2016-08-01, 06:00:00, -26.37, 79.07, 118, 0.77, 11.04, 0.00, 2, 695, 1508,8
2016-08-01, 06:00:00, 22.67, 214.74, 119, 0.72, 14.10, 0.00, 4, 3062, 553,8
2016-08-01, 06:00:00, -5.53, 228.64, 119, 0.72, 12.99, 0.00, 5, 521, 1736,8
2016-08-01, 06:00:00, 31.80, 227.86, 119, 0.76, 14.10, 0.00, 5, 493, 344,8
2016-08-01, 06:00:00, 61.52, 159.97, 119, 0.75, 13.80, 0.00, 3, 1370, 2438,8
2016-08-01, 06:00:00, 30.14, 224.91, 119, 0.73, 13.65, 0.00, 5, 386, 376,8
2016-08-01, 06:00:00, 0.37, 261.83, 119, 0.72, 14.10, 0.00, 5, 1593, 1525,8
2016-08-01, 06:00:00, 33.19, 344.47, 119, 0.76, 12.91, 0.00, 1, 2622, 1366,8
2016-08-01, 06:00:00, -1.67, 209.51, 119, 0.74, 14.76, 0.00, 4, 2854, 1603,8
2016-08-01, 06:00:00, -22.46, 105.46, 119, 0.75, 13.90, 0.00, 2, 755, 2347,8
2016-08-01, 06:00:00, -20.78, 277.22, 119, 0.77, 13.52, 0.00, 5, 2075, 2220,8
2016-08-01, 06:00:00, 28.08, 209.69, 120, 0.70, 16.46, 0.00, 4, 2861, 399,8
2016-08-01, 06:00:00, -33.22, 246.69, 120, 0.71, 17.25, 0.00, 5, 1123, 2645,8
2016-08-01, 06:00:00, -42.38, 220.42, 120, 0.70, 16.08, 0.00, 6, 392, 193,8
2016-08-01, 06:00:00, 12.77, 308.21, 120, 0.79, 17.49, 0.00, 1, 2065, 130,8
2016-08-01, 06:00:00, 16.77, 303.81, 120, 0.79, 16.63, 0.00, 5, 3024, 820,8
2016-08-01, 06:00:00, -19.28, 332.72, 120, 0.70, 15.67, 0.00, 1, 904, 996,8
2016-08-01, 06:00:00, -23.67, 70.74, 120, 0.78, 15.19, 0.00, 2, 777, 1250,8
2016-08-01, 06:00:00, 5.59, 260.96, 120, 0.77, 17.43, 0.00, 5, 1566, 1364,8
2016-08-01, 06:00:00, -16.63, 263.52, 120, 0.78, 15.96, 0.00, 5, 1645, 2057,8
2016-08-01, 06:00:00, -17.63, 280.70, 120, 0.77, 15.66, 0.00, 5, 2188, 2125,8
2016-08-01, 06:00:00, 20.36, 217.33, 121, 0.74, 19.99, 0.00, 5, 95, 681,8
2016-08-01, 06:00:00, -1.48, 201.78, 121, 0.73, 19.18, 0.00, 4, 2567, 1590,8
2016-08-01, 06:00:00, 32.47, 232.06, 121, 0.76, 17.76, 0.00, 5, 641, 361,8
2016-08-01, 06:00:00, 38.21, 212.51, 121, 0.73, 17.64, 0.00, 3, 2898, 2996,8
2016-08-01, 06:00:00, -32.88, 34.77, 121, 0.80, 17.68, 0.00, 1, 109, 3063,8
2016-08-01, 06:00:00, 36.55, 215.94, 121, 0.75, 18.26, 0.00, 3, 3036, 2998,8
2016-08-01, 06:00:00, -40.13, 160.19, 121, 0.79, 18.19, 0.00, 4, 1233, 2894,8
2016-08-01, 06:00:00, -25.17, 264.04, 121, 0.79, 18.77, 0.00, 5, 1661, 2339,8
2016-08-01, 06:00:00, -16.11, 263.10, 121, 0.78, 19.20, 0.00, 5, 1632, 2040,8
2016-08-01, 06:00:00, -48.08, 120.58, 121, 0.71, 18.18, 0.00, 6, 559, 2658,8
2016-08-01, 06:00:00, 24.75, 218.21, 122, 0.79, 20.46, 0.00, 5, 130, 508,8
2016-08-01, 06:00:00, 16.63, 305.23, 122, 0.72, 21.37, 0.00, 1, 2258, 10,8
2016-08-01, 06:00:00, 32.28, 214.30, 122, 0.72, 20.40, 0.00, 4, 3044, 144,8
2016-08-01, 06:00:00, 26.23, 222.69, 122, 0.75, 22.14, 0.00, 5, 303, 506,8
2016-08-01, 06:00:00, -34.96, 217.86, 122, 0.71, 21.67, 0.00, 5, 116, 3004,8
2016-08-01, 06:00:00, -16.12, 148.21, 122, 0.79, 20.08, 0.00, 4, 849, 2077,8
2016-08-01, 06:00:00, 36.11, 215.05, 122, 0.75, 20.02, 0.00, 3, 3037, 3035,8
2016-08-01, 06:00:00, 32.26, 223.30, 122, 0.75, 24.15, 0.00, 5, 326, 269,8
2016-08-01, 06:00:00, -16.74, 280.27, 122, 0.80, 21.81, 0.00, 5, 2174, 2093,8
2016-08-01, 06:00:00, 31.07, 222.95, 122, 0.76, 23.33, 0.00, 5, 313, 313,8
2016-08-01, 06:00:00, 31.23, 215.13, 123, 0.79, 25.19, 0.00, 5, 6, 179,8
2016-08-01, 06:00:00, 27.35, 223.35, 123, 0.78, 26.41, 0.00, 5, 328, 469,8
2016-08-01, 06:00:00, -31.71, 188.71, 123, 0.72, 25.40, 0.00, 4, 2123, 2615,8
2016-08-01, 06:00:00, -33.95, 40.75, 123, 0.80, 28.71, 0.00, 2, 161, 229,8
2016-08-01, 06:00:00, -23.88, 104.28, 123, 0.75, 25.91, 0.00, 2, 711, 2307,8
2016-08-01, 06:00:00, -12.80, 261.35, 123, 0.75, 25.79, 0.00, 5, 1578, 1934,8
2016-08-01, 06:00:00, 30.68, 215.80, 123, 0.76, 28.69, 0.00, 5, 33, 215,8
2016-08-01, 06:00:00, -26.75, 79.07, 123, 0.74, 26.02, 0.00, 2, 682, 1508,8
2016-08-01, 06:00:00, -34.75, 217.98, 123, 0.73, 27.42, 0.00, 5, 121, 2993,8
2016-08-01, 06:00:00, -20.59, 330.03, 123, 0.70, 25.92, 0.00, 1, 849, 909,8
2016-08-01, 06:00:00, -9.88, 210.82, 124, 0.75, 31.89, 0.00, 4, 2905, 1939,8
2016-08-01, 06:00:00, -25.78, 260.73, 124, 0.78, 34.53, 0.00, 5, 1559, 2358,8
2016-08-01, 06:00:00, -6.98, 219.07, 124, 0.77, 35.08, 0.00, 5, 164, 1821,8
2016-08-01, 06:00:00, 21.12, 220.46, 124, 0.75, 34.42, 0.00, 5, 218, 687,8
2016-08-01, 06:00:00, 43.69, 357.53, 124, 0.76, 36.30, 0.00, 1, 3029, 1769,8
2016-08-01, 06:00:00, -38.77, 266.79, 124, 0.77, 33.02, 0.00, 5, 1746, 2833,8
2016-08-01, 06:00:00, -20.03, 335.78, 124, 0.76, 30.86, 0.00, 1, 888, 1094,8
2016-08-01, 06:00:00, 22.11, 318.55, 124, 0.71, 31.40, 0.00, 1, 2347, 518,8
2016-08-01, 06:00:00, -19.25, 270.16, 124, 0.74, 39.65, 0.00, 5, 1851, 2150,8
2016-08-01, 06:00:00, -7.11, 213.37, 124, 0.80, 37.30, 0.00, 4, 3006, 1838,8
2016-08-01, 06:00:00, -15.41, 2.93, 125, 0.70, 48.98, 0.00, 1, 1044, 1938,8
2016-08-01, 06:00:00, 45.19, 325.85, 125, 0.79, 46.44, 0.00, 3, 2235, 114,8
2016-08-01, 06:00:00, 6.17, 145.25, 125, 0.70, 48.70, 0.00, 4, 750, 1327,8
2016-08-01, 06:00:00, 39.41, 308.49, 125, 0.77, 49.20, 0.00, 3, 2830, 108,8
2016-08-01, 06:00:00, -37.38, 16.28, 125, 0.71, 48.90, 0.00, 1, 183, 2375,8
2016-08-01, 06:00:00, -19.21, 232.26, 125, 0.79, 40.20, 0.00, 5, 648, 2214,8
